candidatenumber,examYear,Student OpenEMIS ID,secondary,primaryschool,sex,EnglishRawscore,MathRawScore,EnglishConvertedScore,MathconvertedScore,Totals,essay,StudentParish,AddressAreaCode
011056,2024,1517995860,Combermere School,ALL SAINTS' PRIMARY,F,77,88,108.71,118.08,226.79,D,ST. PETER,SP
011057,2024,1538071399,Alexandra Secondary School,ALL SAINTS' PRIMARY,F,75,78,107.23,112.66,219.89,C,ST. PETER,SP
011058,2024,1602085192,Springer Memorial Secondary School,ALL SAINTS' PRIMARY,F,71,32,104.27,87.75,192.02,D,ST. PETER,SP
011059,2024,1538071452,Ellerslie Secondary School,ALL SAINTS' PRIMARY,F,54,49,91.69,96.95,188.64,B,ST. PETER,SP
011060,2024,1538071428,Alexandra Secondary School,ALL SAINTS' PRIMARY,F,81,85,111.67,116.46,228.13,B,ST. PETER,SP
011061,2024,1538071397,Alexandra Secondary School,ALL SAINTS' PRIMARY,F,70,74,103.53,110.5,214.03,B,ST. LUCY,SL
011062,2024,1537546001,Coleridge And Parry School,ALL SAINTS' PRIMARY,F,61,48,96.87,96.41,193.28,C,ST. PETER,SP
011063,2024,1534611920,Coleridge And Parry School,ALL SAINTS' PRIMARY,F,68,57,102.05,101.29,203.34,C,ST. PETER,SP
011064,2024,1538071431,Alexandra Secondary School,ALL SAINTS' PRIMARY,F,78,78,109.45,112.66,222.11,B,ST. PETER,SP
011065,2024,1538071400,The St Michael School,ALL SAINTS' PRIMARY,F,84,86,113.89,117,230.89,B,ST. LUCY,SL
014001,2024,1529357976,Coleridge And Parry School,ELLIOTT BELGRAVE PRIMARY,M,57,38,93.91,91,184.91,E,ST. PETER,SP
014002,2024,1529357982,Coleridge And Parry School,ELLIOTT BELGRAVE PRIMARY,M,66,61,100.57,103.46,204.03,C,ST. PETER,SP
014003,2024,1529357975,Harrison College,ELLIOTT BELGRAVE PRIMARY,M,84,88,113.89,118.08,231.97,C,ST. PETER,SP
014004,2024,1529098346,Alexandra Secondary School,ELLIOTT BELGRAVE PRIMARY,M,84,73,113.89,109.96,223.85,C,ST. LUCY,SL
014005,2024,1529357974,Ellerslie Secondary School,ELLIOTT BELGRAVE PRIMARY,F,52,36,90.21,89.91,180.12,C,ST. PETER,SP
014006,2024,,Coleridge And Parry School,ELLIOTT BELGRAVE PRIMARY,F,84,80,113.89,113.75,227.64,A,ST. PETER,SP
014007,2024,1529357981,Daryl Jordan Secondary School,ELLIOTT BELGRAVE PRIMARY,F,53,24,90.95,83.41,174.36,D,ST. PETER,SP
014008,2024,,Coleridge And Parry School,ELLIOTT BELGRAVE PRIMARY,F,77,34,108.71,88.83,197.54,C,ST. PETER,SP
014009,2024,1529357980,Daryl Jordan Secondary School,ELLIOTT BELGRAVE PRIMARY,F,38,22,79.85,82.33,162.18,D,ST. PETER,SP
018001,2024,1518402904,Christ Church Foundation School,BAY PRIMARY,M,75,82,107.23,114.83,222.06,C,ST. MICHAEL,SM
018002,2024,1624453341,Graydon Sealy Secondary School,BAY PRIMARY,M,58,48,94.65,96.41,191.06,D,CHRIST CHURCH,CC
018003,2024,1518402887,Alexandra Secondary School,BAY PRIMARY,M,83,74,113.15,110.5,223.65,B,ST. MICHAEL,SM
018004,2024,1518402871,Christ Church Foundation School,BAY PRIMARY,M,70,88,103.53,118.08,221.61,C,ST. MICHAEL,SM
018005,2024,1518402888,Christ Church Foundation School,BAY PRIMARY,M,72,80,105.01,113.75,218.76,D,ST. MICHAEL,SM
018006,2024,1518713142,Parkinson Secondary School,BAY PRIMARY,M,13,9,61.35,75.29,136.64,E,CHRIST CHURCH,CC
018008,2024,1518402890,Combermere School,BAY PRIMARY,M,77,83,108.71,115.37,224.08,B,ST. MICHAEL,SM
018009,2024,1833651933,St Leonard's Boys Secondary School,BAY PRIMARY,M,53,28,90.95,85.58,176.53,D,CHRIST CHURCH,CC
018010,2024,1518402893,St Leonard's Boys Secondary School,BAY PRIMARY,M,76,44,107.97,94.25,202.22,C,ST. MICHAEL,SM
018011,2024,1518402894,Graydon Sealy Secondary School,BAY PRIMARY,M,70,37,103.53,90.45,193.98,D,CHRIST CHURCH,CC
018012,2024,1544642770,The Lester Vaughn School,BAY PRIMARY,M,56,51,93.17,98.04,191.21,D,ST. PHILIP,SPL
018013,2024,1518402873,The St Michael School,BAY PRIMARY,M,79,94,110.19,121.33,231.52,A,ST. JOSEPH,SJS
018014,2024,1518402895,St George Secondary School,BAY PRIMARY,M,33,2,76.15,71.49,147.64,E,ST. MICHAEL,SM
018015,2024,1518402896,Deighton Griffith Secondary School,BAY PRIMARY,M,70,66,103.53,106.16,209.69,D,CHRIST CHURCH,CC
018016,2024,1518402886,St Leonard's Boys Secondary School,BAY PRIMARY,M,42,10,82.81,75.83,158.64,D,ST. MICHAEL,SM
018017,2024,1518402872,Graydon Sealy Secondary School,BAY PRIMARY,M,55,42,92.43,93.16,185.59,D,CHRIST CHURCH,CC
018018,2024,1833656807,Deighton Griffith Secondary School,BAY PRIMARY,M,66,56,100.57,100.75,201.32,C,ST. MICHAEL,SM
018019,2024,1518402875,Alleyne School,BAY PRIMARY,M,76,56,107.97,100.75,208.72,C,ST. MICHAEL,SM
018020,2024,1518402897,Alexandra Secondary School,BAY PRIMARY,M,78,80,109.45,113.75,223.2,D,ST. PETER,SP
018022,2024,1518402876,Alleyne School,BAY PRIMARY,M,62,52,97.61,98.58,196.19,D,ST. MICHAEL,SM
018023,2024,1518402877,Ellerslie Secondary School,BAY PRIMARY,M,54,33,91.69,88.29,179.98,E,ST. MICHAEL,SM
018024,2024,1530571854,St Leonard's Boys Secondary School,BAY PRIMARY,M,53,18,90.95,80.16,171.11,D,ST. MICHAEL,SM
018025,2024,1518402878,Alleyne School,BAY PRIMARY,M,75,59,107.23,102.37,209.6,C,ST. MICHAEL,SM
018026,2024,1518402879,Deighton Griffith Secondary School,BAY PRIMARY,M,77,44,108.71,94.25,202.96,C,ST. MICHAEL,SM
018027,2024,1518402909,Deighton Griffith Secondary School,BAY PRIMARY,M,67,72,101.31,109.41,210.72,D,ST. MICHAEL,SM
018028,2024,,St George Secondary School,BAY PRIMARY,F,45,22,85.03,82.33,167.36,D,ST. MICHAEL,SM
018029,2024,1518402880,St Leonard's Boys Secondary School,BAY PRIMARY,M,54,20,91.69,81.25,172.94,C,ST. MICHAEL,SM
018030,2024,1518402899,Parkinson Secondary School,BAY PRIMARY,F,43,9,83.55,75.29,158.84,D,ST. MICHAEL,SM
018032,2024,1518402912,Alleyne School,BAY PRIMARY,F,65,53,99.83,99.12,198.95,C,ST. MICHAEL,SM
018033,2024,1518402882,Springer Memorial Secondary School,BAY PRIMARY,F,64,54,99.09,99.66,198.75,C,ST. MICHAEL,SM
018034,2024,1518402913,Graydon Sealy Secondary School,BAY PRIMARY,F,61,38,96.87,91,187.87,D,ST. MICHAEL,SM
018035,2024,1530550964,Christ Church Foundation School,BAY PRIMARY,F,79,81,110.19,114.29,224.48,C,CHRIST CHURCH,CC
018036,2024,1518402915,Graydon Sealy Secondary School,BAY PRIMARY,F,65,38,99.83,91,190.83,D,ST. MICHAEL,SM
018037,2024,1568739515,Graydon Sealy Secondary School,BAY PRIMARY,F,69,42,102.79,93.16,195.95,C,ST. PHILIP,SPL
018038,2024,1518402917,Graydon Sealy Secondary School,BAY PRIMARY,F,70,47,103.53,95.87,199.4,C,CHRIST CHURCH,CC
018039,2024,1537312373,Princess Margaret Secondary,BAY PRIMARY,F,52,8,90.21,74.74,164.95,E,CHRIST CHURCH,CC
018041,2024,1518402900,The Lester Vaughn School,BAY PRIMARY,F,67,33,101.31,88.29,189.6,D,ST. MICHAEL,SM
018042,2024,1518402884,Alleyne School,BAY PRIMARY,F,75,74,107.23,110.5,217.73,C,ST. MICHAEL,SM
018043,2024,1518402885,Christ Church Foundation School,BAY PRIMARY,F,77,82,108.71,114.83,223.54,C,ST. MICHAEL,SM
018044,2024,1529517206,St George Secondary School,BAY PRIMARY,F,48,25,87.25,83.95,171.2,E,ST. MICHAEL,SM
018045,2024,1531279064,Combermere School,BAY PRIMARY,F,82,81,112.41,114.29,226.7,C,CHRIST CHURCH,CC
018046,2024,1518402902,Combermere School,BAY PRIMARY,F,75,93,107.23,120.79,228.02,C,CHRIST CHURCH,CC
018047,2024,1518402903,Alleyne School,BAY PRIMARY,F,72,65,105.01,105.62,210.63,C,ST. MICHAEL,SM
018048,2024,1518402898,Princess Margaret Secondary,BAY PRIMARY,M,31,21,74.67,81.79,156.46,C,ST. MICHAEL,SM
018049,2024,1518402889,Graydon Sealy Secondary School,BAY PRIMARY,M,70,48,103.53,96.41,199.94,C,ST. MICHAEL,SM
019001,2024,1517995829,Ellerslie Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,42,22,82.81,82.33,165.14,D,,
019002,2024,1517995830,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,65,41,99.83,92.62,192.45,C,ST. ANDREW,SA
019003,2024,1517995846,Alexandra Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,68,79,102.05,113.21,215.26,C,ST. THOMAS,ST
019004,2024,1517995831,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,78,94,109.45,121.33,230.78,D,ST. THOMAS,ST
019005,2024,1517995847,Harrison College,HILLABY-TURNER'S HALL PRIMARY,M,86,86,115.37,117,232.37,D,ST. PHILIP,SPL
019006,2024,1543336330,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,57,18,93.91,80.16,174.07,D,ST. THOMAS,ST
019007,2024,1517995848,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,69,33,102.79,88.29,191.08,C,ST. THOMAS,ST
019008,2024,1517995849,Alexandra Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,76,61,107.97,103.46,211.43,D,ST. THOMAS,ST
019009,2024,1543244892,Deighton Griffith Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,74,49,106.49,96.95,203.44,A,ST. PHILIP,SPL
019010,2024,1518056919,Combermere School,HILLABY-TURNER'S HALL PRIMARY,M,83,81,113.15,114.29,227.44,A,ST. THOMAS,ST
019011,2024,1517995834,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,M,75,47,107.23,95.87,203.1,C,ST. THOMAS,ST
019012,2024,1517995840,St Leonard's Boys Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,20,32,66.53,87.75,154.28,E,ST. ANDREW,SA
019013,2024,1517995835,St Leonard's Boys Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,45,26,85.03,84.5,169.53,D,ST. THOMAS,ST
019014,2024,1517995850,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,60,44,96.13,94.25,190.38,D,ST. THOMAS,ST
019015,2024,1517995836,St Leonard's Boys Secondary School,HILLABY-TURNER'S HALL PRIMARY,M,50,35,88.73,89.37,178.1,D,ST. THOMAS,ST
019016,2024,1518056920,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,M,64,55,99.09,100.21,199.3,C,ST. ANDREW,SA
019017,2024,1543336811,Queen's College,HILLABY-TURNER'S HALL PRIMARY,M,86,94,115.37,121.33,236.7,C,ST. THOMAS,ST
019018,2024,1543336872,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,55,52,92.43,98.58,191.01,E,ST. ANDREW,SA
019019,2024,1543336989,Combermere School,HILLABY-TURNER'S HALL PRIMARY,M,92,98,119.81,123.5,243.31,D,ST. THOMAS,ST
019020,2024,1517995851,Coleridge And Parry School,HILLABY-TURNER'S HALL PRIMARY,M,81,64,111.67,105.08,216.75,D,ST. PHILIP,SPL
019021,2024,1517995838,Coleridge And Parry School,HILLABY-TURNER'S HALL PRIMARY,M,66,53,100.57,99.12,199.69,C,ST. THOMAS,ST
019022,2024,1531967911,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,M,75,45,107.23,94.79,202.02,C,ST. ANDREW,SA
019023,2024,1517995852,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,M,55,54,92.43,99.66,192.09,D,ST. THOMAS,ST
019025,2024,1517995841,Springer Memorial Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,71,42,104.27,93.16,197.43,D,ST. THOMAS,ST
019026,2024,1543337332,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,53,19,90.95,80.7,171.65,D,ST. THOMAS,ST
019027,2024,1543337534,Combermere School,HILLABY-TURNER'S HALL PRIMARY,F,76,88,107.97,118.08,226.05,C,ST. THOMAS,ST
019028,2024,1517995853,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,F,70,68,103.53,107.25,210.78,C,ST. THOMAS,ST
019029,2024,1543337751,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,F,80,44,110.93,94.25,205.18,D,ST. JAMES,SJ
019030,2024,1538071449,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,32,16,75.41,79.08,154.49,D,ST. ANDREW,SA
019031,2024,1517995842,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,39,11,80.59,76.37,156.96,D,ST. THOMAS,ST
019032,2024,1517995843,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,44,17,84.29,79.62,163.91,D,ST. THOMAS,ST
019033,2024,1543337931,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,44,42,84.29,93.16,177.45,D,ST. THOMAS,ST
019034,2024,1517995856,Parkinson Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,35,23,77.63,82.87,160.5,E,ST. ANDREW,SA
019035,2024,1543338215,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,F,77,68,108.71,107.25,215.96,C,ST. THOMAS,ST
019036,2024,1517995844,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,F,76,33,107.97,88.29,196.26,C,ST. MICHAEL,SM
019037,2024,1517995858,Alexandra Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,77,74,108.71,110.5,219.21,C,ST. THOMAS,ST
019038,2024,1543338391,The Lester Vaughn School,HILLABY-TURNER'S HALL PRIMARY,F,67,78,101.31,112.66,213.97,C,ST. THOMAS,ST
019039,2024,1543245290,Alleyne School,HILLABY-TURNER'S HALL PRIMARY,F,78,53,109.45,99.12,208.57,C,ST. ANDREW,SA
019040,2024,1517995861,Queen's College,HILLABY-TURNER'S HALL PRIMARY,F,90,94,118.33,121.33,239.66,A,ST. THOMAS,ST
019041,2024,1543338608,St George Secondary School,HILLABY-TURNER'S HALL PRIMARY,F,56,14,93.17,77.99,171.16,D,ST. ANDREW,SA
020001,2024,1529106570,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,M,57,46,93.91,95.33,189.24,D,ST. THOMAS,ST
020002,2024,1529106571,The Lodge School,HOLY INNOCENTS PRIMARY,M,80,65,110.93,105.62,216.55,B,ST. THOMAS,ST
020003,2024,1529106572,The Lester Vaughn School,HOLY INNOCENTS PRIMARY,M,70,11,103.53,76.37,179.9,D,ST. THOMAS,ST
020004,2024,1529106573,Parkinson Secondary School,HOLY INNOCENTS PRIMARY,M,16,9,63.57,75.29,138.86,E,ST. THOMAS,ST
020005,2024,1529106574,Parkinson Secondary School,HOLY INNOCENTS PRIMARY,M,18,34,65.05,88.83,153.88,E,ST. THOMAS,ST
020006,2024,1529106575,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,M,50,32,88.73,87.75,176.48,D,ST. THOMAS,ST
020007,2024,1518402891,Parkinson Secondary School,HOLY INNOCENTS PRIMARY,M,30,22,73.93,82.33,156.26,D,ST. THOMAS,ST
020008,2024,1529106576,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,M,50,25,88.73,83.95,172.68,D,ST. THOMAS,ST
020009,2024,1639172408,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,M,44,22,84.29,82.33,166.62,D,ST. MICHAEL,SM
020010,2024,1529106577,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,M,63,42,98.35,93.16,191.51,D,ST. THOMAS,ST
020011,2024,1529106578,The Lodge School,HOLY INNOCENTS PRIMARY,M,77,77,108.71,112.12,220.83,B,ST. JOHN,SJN
020012,2024,1529106579,The Lester Vaughn School,HOLY INNOCENTS PRIMARY,M,53,48,90.95,96.41,187.36,D,ST. THOMAS,ST
020013,2024,1529106580,Combermere School,HOLY INNOCENTS PRIMARY,M,79,88,110.19,118.08,228.27,C,ST. THOMAS,ST
020014,2024,1528907557,Graydon Sealy Secondary School,HOLY INNOCENTS PRIMARY,M,53,50,90.95,97.5,188.45,C,ST. THOMAS,ST
020015,2024,1544463028,The Frederick Smith Secondary School,HOLY INNOCENTS PRIMARY,M,15,7,62.83,74.2,137.03,E,ST. THOMAS,ST
020016,2024,1529106584,The Frederick Smith Secondary School,HOLY INNOCENTS PRIMARY,F,31,11,74.67,76.37,151.04,E,ST. THOMAS,ST
020017,2024,1529106585,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,F,60,26,96.13,84.5,180.63,C,ST. THOMAS,ST
020018,2024,1543340566,The Lodge School,HOLY INNOCENTS PRIMARY,F,76,92,107.97,120.25,228.22,B,ST. THOMAS,ST
020019,2024,1529106586,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,F,56,23,93.17,82.87,176.04,E,ST. THOMAS,ST
020020,2024,1529106587,Parkinson Secondary School,HOLY INNOCENTS PRIMARY,F,41,11,82.07,76.37,158.44,C,ST. MICHAEL,SM
020021,2024,1529106583,The Lester Vaughn School,HOLY INNOCENTS PRIMARY,F,59,40,95.39,92.08,187.47,D,ST. MICHAEL,SM
020022,2024,1529106589,Coleridge And Parry School,HOLY INNOCENTS PRIMARY,F,67,41,101.31,92.62,193.93,D,ST. THOMAS,ST
020023,2024,1543340844,Ellerslie Secondary School,HOLY INNOCENTS PRIMARY,F,63,21,98.35,81.79,180.14,C,ST. THOMAS,ST
020024,2024,1529106590,Grantley Adams Memorial School,HOLY INNOCENTS PRIMARY,F,38,7,79.85,74.2,154.05,D,ST. THOMAS,ST
020025,2024,1532055973,Graydon Sealy Secondary School,HOLY INNOCENTS PRIMARY,F,61,31,96.87,87.2,184.07,D,CHRIST CHURCH,CC
020026,2024,1529106591,Alexandra Secondary School,HOLY INNOCENTS PRIMARY,F,85,52,114.63,98.58,213.21,A,ST. THOMAS,ST
020027,2024,1530065161,The Lester Vaughn School,HOLY INNOCENTS PRIMARY,F,66,43,100.57,93.7,194.27,D,ST. THOMAS,ST
021001,2024,1530135130,St Leonard's Boys Secondary School,ST MATTHEW'S PRIMARY,M,40,26,81.33,84.5,165.83,D,ST. MICHAEL,SM
021002,2024,1538071434,Alexandra Secondary School,ST MATTHEW'S PRIMARY,M,76,64,107.97,105.08,213.05,B,ST. ANDREW,SA
021003,2024,1529606297,Graydon Sealy Secondary School,ST MATTHEW'S PRIMARY,M,55,18,92.43,80.16,172.59,C,ST. MICHAEL,SM
021004,2024,1530215996,Parkinson Secondary School,ST MATTHEW'S PRIMARY,M,14,6,62.09,73.66,135.75,E,ST. MICHAEL,SM
021005,2024,1530208401,Princess Margaret Secondary,ST MATTHEW'S PRIMARY,M,47,14,86.51,77.99,164.5,D,CHRIST CHURCH,CC
021006,2024,1530036188,The Lester Vaughn School,ST. MATTHEW'S PRIMARY,M,59,40,95.39,92.08,187.47,D,ST. MICHAEL,SM
021007,2024,1530208402,Ellerslie Secondary School,ST MATTHEW'S PRIMARY,M,59,38,95.39,91,186.39,D,ST. MICHAEL,SM
021008,2024,1530208403,Alleyne School,ST MATTHEW'S PRIMARY,M,79,66,110.19,106.16,216.35,C,ST. MICHAEL,SM
021009,2024,1531967902,Combermere School,ST MATTHEW'S PRIMARY,M,90,87,118.33,117.54,235.87,C,ST. GEORGE,SG
021010,2024,1530135125,Combermere School,ST MATTHEW'S PRIMARY,F,82,80,112.41,113.75,226.16,D,ST. MICHAEL,SM
021011,2024,1530135126,Parkinson Secondary School,ST MATTHEW'S PRIMARY,F,53,25,90.95,83.95,174.9,C,ST. MICHAEL,SM
021012,2024,1530065098,The Lodge School,ST MATTHEW'S PRIMARY,F,70,70,103.53,108.33,211.86,B,CHRIST CHURCH,CC
021013,2024,1530135127,Combermere School,ST MATTHEW'S PRIMARY,F,81,80,111.67,113.75,225.42,B,ST. THOMAS,ST
021014,2024,1530135128,Combermere School,ST MATTHEW'S PRIMARY,F,88,71,116.85,108.87,225.72,B,ST. MICHAEL,SM
021015,2024,1530208398,Parkinson Secondary School,ST MATTHEW'S PRIMARY,F,45,25,85.03,83.95,168.98,D,ST. MICHAEL,SM
021016,2024,1530208399,Alleyne School,ST MATTHEW'S PRIMARY,F,74,78,106.49,112.66,219.15,B,ST. MICHAEL,SM
021017,2024,1530208400,The Lester Vaughn School,ST MATTHEW'S PRIMARY,F,77,72,108.71,109.41,218.12,C,ST. MICHAEL,SM
021018,2024,1833654779,Parkinson Secondary School,ST. MATTHEW'S PRIMARY,F,51,14,89.47,77.99,167.46,D,ST. MICHAEL,SM
021019,2024,1518297487,Alleyne School,ST MATTHEW'S PRIMARY,F,68,55,102.05,100.21,202.26,D,ST. GEORGE,SG
023001,2024,1530152793,Harrison College,EDEN LODGE PRIMARY,M,91,75,119.07,111.04,230.11,C,ST. MICHAEL,SM
023002,2024,1530152769,Alleyne School,EDEN LODGE PRIMARY,M,71,39,104.27,91.54,195.81,C,ST. MICHAEL,SM
023003,2024,1530152794,St Leonard's Boys Secondary School,EDEN LODGE PRIMARY,M,70,65,103.53,105.62,209.15,C,ST. MICHAEL,SM
023004,2024,1530152277,St Leonard's Boys Secondary School,EDEN LODGE PRIMARY,M,38,19,79.85,80.7,160.55,D,ST. MICHAEL,SM
023006,2024,1833656916,Ellerslie Secondary School,EDEN LODGE PRIMARY,M,49,20,87.99,81.25,169.24,D,ST. MICHAEL,SM
023007,2024,1530152780,Parkinson Secondary School,EDEN LODGE PRIMARY,M,22,24,68.01,83.41,151.42,E,ST. MICHAEL,SM
023008,2024,1518234355,Ellerslie Secondary School,EDEN LODGE PRIMARY,M,43,51,83.55,98.04,181.59,D,ST. MICHAEL,SM
023010,2024,1530152796,The Lester Vaughn School,EDEN LODGE PRIMARY,M,45,45,85.03,94.79,179.82,C,ST. MICHAEL,SM
023011,2024,1542200389,The Frederick Smith Secondary School,EDEN LODGE PRIMARY,M,0,0,51.73,70.41,122.14,E,ST. MICHAEL,SM
023012,2024,1530152765,St Leonard's Boys Secondary School,EDEN LODGE PRIMARY,M,78,79,109.45,113.21,222.66,A,ST. MICHAEL,SM
023013,2024,1517995832,Grantley Adams Memorial School,EDEN LODGE PRIMARY,M,14,10,62.09,75.83,137.92,E,ST. MICHAEL,SM
023014,2024,1530152278,Alleyne School,EDEN LODGE PRIMARY,M,51,65,89.47,105.62,195.09,D,ST. THOMAS,ST
023015,2024,1530152763,Combermere School,EDEN LODGE PRIMARY,M,88,68,116.85,107.25,224.1,A,ST. THOMAS,ST
023016,2024,1530152785,Ellerslie Secondary School,EDEN LODGE PRIMARY,M,49,16,87.99,79.08,167.07,C,ST. MICHAEL,SM
023017,2024,1531964562,Alleyne School,EDEN LODGE PRIMARY,M,70,71,103.53,108.87,212.4,C,ST. GEORGE,SG
023018,2024,1530152798,The Frederick Smith Secondary School,EDEN LODGE PRIMARY,M,45,18,85.03,80.16,165.19,D,ST. MICHAEL,SM
023019,2024,1530152799,Ellerslie Secondary School,EDEN LODGE PRIMARY,M,44,18,84.29,80.16,164.45,D,ST. MICHAEL,SM
023020,2024,1518991127,Alleyne School,EDEN LODGE PRIMARY,M,71,67,104.27,106.71,210.98,C,ST. PETER,SP
023022,2024,1530152786,St Leonard's Boys Secondary School,EDEN LODGE PRIMARY,M,61,17,96.87,79.62,176.49,D,ST. MICHAEL,SM
023023,2024,1530152282,Alexandra Secondary School,EDEN LODGE PRIMARY,M,69,66,102.79,106.16,208.95,C,ST. MICHAEL,SM
023024,2024,1530152273,The St Michael School,EDEN LODGE PRIMARY,M,86,88,115.37,118.08,233.45,C,ST. JOSEPH,SJS
023025,2024,1530152279,St George Secondary School,EDEN LODGE PRIMARY,M,21,17,67.27,79.62,146.89,D,ST. MICHAEL,SM
023026,2024,1530571899,Coleridge And Parry School,EDEN LODGE PRIMARY,M,67,44,101.31,94.25,195.56,C,ST. MICHAEL,SM
023029,2024,1530152770,The Lester Vaughn School,EDEN LODGE PRIMARY,F,76,69,107.97,107.79,215.76,B,ST. MICHAEL,SM
023030,2024,1530152274,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,51,28,89.47,85.58,175.05,C,ST. MICHAEL,SM
023031,2024,1530152771,The Lester Vaughn School,EDEN LODGE PRIMARY,F,77,55,108.71,100.21,208.92,A,ST. THOMAS,ST
023032,2024,1530152275,The Frederick Smith Secondary School,EDEN LODGE PRIMARY,F,47,33,86.51,88.29,174.8,C,ST. MICHAEL,SM
023033,2024,1530152749,The Lester Vaughn School,EDEN LODGE PRIMARY,F,75,85,107.23,116.46,223.69,B,ST. GEORGE,SG
023034,2024,,Parkinson Secondary School,EDEN LODGE PRIMARY,F,53,17,90.95,79.62,170.57,C,ST. MICHAEL,SM
023035,2024,1530152787,Alexandra Secondary School,EDEN LODGE PRIMARY,F,74,81,106.49,114.29,220.78,B,ST. MICHAEL,SM
023036,2024,1530152788,The Frederick Smith Secondary School,EDEN LODGE PRIMARY,F,35,20,77.63,81.25,158.88,E,ST. MICHAEL,SM
023037,2024,1624451940,Combermere School,EDEN LODGE PRIMARY,F,81,83,111.67,115.37,227.04,C,ST. MICHAEL,SM
023038,2024,1530152752,Queen's College,EDEN LODGE PRIMARY,F,84,95,113.89,121.87,235.76,B,ST. MICHAEL,SM
023039,2024,1530152271,The St Michael School,EDEN LODGE PRIMARY,F,83,87,113.15,117.54,230.69,B,ST. MICHAEL,SM
023040,2024,1530152753,Christ Church Foundation School,EDEN LODGE PRIMARY,F,79,84,110.19,115.92,226.11,A,CHRIST CHURCH,CC
023041,2024,1530152790,The Frederick Smith Secondary School,EDEN LODGE PRIMARY,F,59,14,95.39,77.99,173.38,C,ST. MICHAEL,SM
023042,2024,1530152772,Parkinson Secondary School,EDEN LODGE PRIMARY,F,50,25,88.73,83.95,172.68,C,ST. THOMAS,ST
023043,2024,1637518667,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,70,33,103.53,88.29,191.82,C,ST. MICHAEL,SM
023044,2024,1530152755,Coleridge And Parry School,EDEN LODGE PRIMARY,F,52,68,90.21,107.25,197.46,B,ST. MICHAEL,SM
023045,2024,1530152756,Queen's College,EDEN LODGE PRIMARY,F,91,97,119.07,122.96,242.03,A,ST. MICHAEL,SM
023046,2024,1530152758,Combermere School,EDEN LODGE PRIMARY,F,80,81,110.93,114.29,225.22,A,ST. MICHAEL,SM
023047,2024,1530152774,Alexandra Secondary School,EDEN LODGE PRIMARY,F,76,68,107.97,107.25,215.22,A,ST. THOMAS,ST
023048,2024,1530152775,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,54,31,91.69,87.2,178.89,C,ST. MICHAEL,SM
023049,2024,1530152791,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,63,23,98.35,82.87,181.22,B,ST. MICHAEL,SM
023050,2024,1530152272,Harrison College,EDEN LODGE PRIMARY,F,89,93,117.59,120.79,238.38,A,ST. PHILIP,SPL
023052,2024,1530152759,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,57,33,93.91,88.29,182.2,C,ST. MICHAEL,SM
023053,2024,1833656221,Ellerslie Secondary School,EDEN LODGE PRIMARY,F,72,36,105.01,89.91,194.92,C,ST. MICHAEL,SM
